titulo,url
"Comendadores de Córdoba, Los - Mayor venganza de honor, La","https://etso.es/informes/analisis-estilometrico-los-comendadores-de-cordoba"
"Como a padre y como a rey","https://etso.es/informes/analisis-estilometrico-como-padre-y-como-rey"
"Como amante y como honrada","https://etso.es/informes/analisis-estilometrico-como-amante-y-como-honrada"
"Cómo ha de ser el privado","https://etso.es/informes/analisis-estilometrico-como-ha-de-ser-el-privado"
"Como ha de ser el valiente","https://etso.es/informes/analisis-estilometrico-como-ha-de-ser-el-valiente"
"Cómo han de ser los amigos","https://etso.es/informes/analisis-estilometrico-como-han-de-ser-los-amigos"
"Como la luna creciente también tiene el sol menguante","https://etso.es/informes/analisis-estilometrico-como-la-luna-creciente-tambien-tiene-el-sol-menguante"
"Como noble y ofendido","https://etso.es/informes/analisis-estilometrico-como-noble-y-ofendido"
"Cómo se comunican dos estrellas contrarias","https://etso.es/informes/analisis-estilometrico-como-se-comunican-dos-estrellas-contrarias"
"Cómo se curan los celos y Orlando Furioso","https://etso.es/informes/analisis-estilometrico-como-se-curan-los-celos-y-orlando-furioso"
"Cómo se engañan los celos","https://etso.es/informes/analisis-estilometrico-como-se-enganan-los-celos"
"Cómo se engañan los ojos","https://etso.es/informes/analisis-estilometrico-como-se-enganan-los-ojos"
"Cómo se guarda el honor","https://etso.es/informes/analisis-estilometrico-como-se-guarda-el-honor"
"Cómo se vengan los nobles","https://etso.es/informes/analisis-estilometrico-como-se-vengan-los-nobles"
"Compañía de Olmedo","https://etso.es/informes/analisis-estilometrico-compania-de-olmedo"
"Compañía Ortegón","https://etso.es/informes/analisis-estilometrico-compania-ortegon"
"Competencia en los nobles, La","https://etso.es/informes/analisis-estilometrico-la-competencia-en-los-nobles"
"Competidores y amigos","https://etso.es/informes/analisis-estilometrico-competidores-y-amigos"
"Con amor no hay amistad","https://etso.es/informes/analisis-estilometrico-con-amor-no-hay-amistad"
"Con amor no siempre la verdad es lo mejor","https://etso.es/informes/analisis-estilometrico-con-amor-no-siempre-la-verdad-es-lo-mejor"
"Con música y por amor","https://etso.es/informes/analisis-estilometrico-con-musica-y-por-amor"
"Con partes nunca hay ventura","https://etso.es/informes/analisis-estilometrico-con-partes-nunca-hay-ventura"
"Con quien vengo, vengo","https://etso.es/informes/analisis-estilometrico-con-quien-vengo-vengo"
"Con su pan se lo coma","https://etso.es/informes/analisis-estilometrico-con-su-pan-se-lo-coma"
"Concepción de Nuestra Señora, La","https://etso.es/informes/analisis-estilometrico-la-concepcion-de-nuestra-senora"
"Conde Alarcos, El","https://etso.es/informes/analisis-estilometrico-el-conde-alarcos"
"Conde Alarcos, El","https://etso.es/informes/analisis-estilometrico-el-conde-alarcos-0"
"Conde de Fuentes en Lisboa, El","https://etso.es/informes/analisis-estilometrico-el-conde-de-fuentes-en-lisboa"
"Conde de Irlos, El","https://etso.es/informes/analisis-estilometrico-el-conde-de-irlos"
"Conde de Saldaña, El (Primera parte) - Bastardo de Castilla, El","https://etso.es/informes/analisis-estilometrico-el-conde-de-saldana-primera-parte-el-bastardo-de-castilla"
"Conde de Saldaña, El (Segunda parte)","https://etso.es/informes/analisis-estilometrico-conde-de-saldana-el-segunda-parte"
"Conde de Sex, El - Tragedia más lastimosa, La","https://etso.es/informes/analisis-estilometrico-el-conde-de-sex-la-tragedia-mas-lastimosa"
"Conde Dirlos, El - Conde de Irlos, El","https://etso.es/informes/analisis-estilometrico-el-conde-dirlos-el-conde-de-irlos"
"Conde don Pero Vélez y don Sancho el Deseado, El","https://etso.es/informes/analisis-estilometrico-el-conde-don-pero-velez-y-don-sancho-el-deseado"
"Conde don Sancho Niño, El","https://etso.es/informes/analisis-estilometrico-el-conde-don-sancho-nino"
"Conde Fernán González, El","https://etso.es/informes/analisis-estilometrico-el-conde-fernan-gonzalez"
"Conde Lucanor, El","https://etso.es/informes/analisis-estilometrico-conde-lucanor-el"
"Conde Lucanor, El (P15)","https://etso.es/informes/analisis-estilometrico-el-conde-lucanor-p15"
"Conde Partinuplés","https://etso.es/informes/analisis-estilometrico-el-conde-partinuples"
"Condenado por desconfiado, El","https://etso.es/informes/analisis-estilometrico-el-condenado-por-desconfiado"
"Condes de Carrión, Los","https://etso.es/informes/analisis-estilometrico-los-condes-de-carrion"
"Condesa perseguida y el capuchino escocés, La","https://etso.es/informes/analisis-estilometrico-la-condesa-perseguida-y-el-capuchino-escoces"
"Condiciones son terribles, y un lance vence imposibles","https://etso.es/informes/analisis-estilometrico-condiciones-son-terribles-y-un-lance-vence-imposibles"
"Confesión con el Demonio, La","https://etso.es/informes/analisis-estilometrico-la-confesion-con-el-demonio"
"Confusión de Fortuna, La","https://etso.es/informes/analisis-estilometrico-la-confusion-de-fortuna"
"Confusión de Hungría, La","https://etso.es/informes/analisis-estilometrico-la-confusion-de-hungria"
"Confusión de un jardín, La - Haz bien y guárdate","https://etso.es/informes/analisis-estilometrico-confusion-de-un-jardin-la-haz-bien-y-guardate"
"Confusion de un retrato, La","https://etso.es/informes/analisis-estilometrico-la-confusion-de-un-retrato"
"Conjuración de Catilina, La","https://etso.es/informes/analisis-estilometrico-la-conjuracion-de-catilina"
"Conquista de Almería, La","https://etso.es/informes/analisis-estilometrico-la-conquista-de-almeria"
"Conquista de Cuenca y primer dedicación de la Virgen del Sagrario, La","https://etso.es/informes/analisis-estilometrico-la-conquista-de-cuenca-y-primer-dedicacion-de-la-virgen-del"
"Conquista de Jerusalén, La","https://etso.es/informes/analisis-estilometrico-la-conquista-de-jerusalen"
"Conquista de las Malucas, La","https://etso.es/informes/analisis-estilometrico-la-conquista-de-las-malucas"
"Conquista de México, La","https://etso.es/informes/analisis-estilometrico-la-conquista-de-mexico"
"Conquista de Orán, La","https://etso.es/informes/analisis-estilometrico-la-conquista-de-oran"
"Conquista de Santa Fe de Bogotá, La","https://etso.es/informes/analisis-estilometrico-la-conquista-de-santa-fe-de-bogota"
"Conquista de Toledo, La","https://etso.es/informes/analisis-estilometrico-la-conquista-de-toledo"
"Conquista de Valencia, por el rey don Jaime","https://etso.es/informes/analisis-estilometrico-conquista-de-valencia-por-el-rey-don-jaime"
"Conquistar un imposible","https://etso.es/informes/analisis-estilometrico-conquistar-un-imposible"
"Constancia de Arcelina, La","https://etso.es/informes/analisis-estilometrico-la-constancia-de-arcelina"
"Constante Orintia, La","https://etso.es/informes/analisis-estilometrico-la-constante-orintia"
"Contienda de García de Paredes y el capitán Juan de Urbina, La","https://etso.es/informes/analisis-estilometrico-la-contienda-de-garcia-de-paredes-y-el-capitan-juan-de-urbina"
"Contra el amor no hay engaños","https://etso.es/informes/analisis-estilometrico-contra-el-amor-no-hay-enganos"
"Contra la fe no hay respeto","https://etso.es/informes/analisis-estilometrico-contra-la-fe-no-hay-respeto"
"Contra su suerte ninguno","https://etso.es/informes/analisis-estilometrico-contra-su-suerte-ninguno"
"Contra valor no hay desdicha","https://etso.es/informes/analisis-estilometrico-contra-valor-no-hay-desdicha"
"Contrarios de amor, Los","https://etso.es/informes/analisis-estilometrico-los-contrarios-de-amor"
"Contrarios parecidos, desdicha venturosa y confusa Ingalaterra, Los","https://etso.es/informes/analisis-estilometrico-los-contrarios-parecidos-desdicha-venturosa-y-confusa-ingalaterra"
"Conversión de Diogeniano, La","https://etso.es/informes/analisis-estilometrico-la-conversion-de-diogeniano"
"Conversión de la Magdalena","https://etso.es/informes/analisis-estilometrico-conversion-de-la-magdalena"
"Conversión de la Magdalena, La","https://etso.es/informes/analisis-estilometrico-la-conversion-de-la-magdalena-0"
"Conversión de la Magdalena, La","https://etso.es/informes/analisis-estilometrico-la-conversion-de-la-magdalena"
"Conversión de Santa Tais, La","https://etso.es/informes/analisis-estilometrico-la-conversion-de-santa-tais"
"Conversión y martirio de San Dionisio, La","https://etso.es/informes/analisis-estilometrico-la-conversion-y-martirio-de-san-dionisio"
"Convite general, El","https://etso.es/informes/analisis-estilometrico-el-convite-general"
"Cordero de Isaías, El","https://etso.es/informes/analisis-estilometrico-el-cordero-de-isaias"
"Corona de Hungría y la injusta venganza, La","https://etso.es/informes/analisis-estilometrico-la-corona-de-hungria-y-la-injusta-venganza"
"Corona del agravio, La","https://etso.es/informes/analisis-estilometrico-la-corona-del-agravio"
"Corona derribada y vara de Moisés, La","https://etso.es/informes/analisis-estilometrico-la-corona-derribada-y-vara-de-moises"
"Corona en tres hermanos, La","https://etso.es/informes/analisis-estilometrico-la-corona-en-tres-hermanos"
"Corona merecida, La","https://etso.es/informes/analisis-estilometrico-la-corona-merecida"
"Coronista más grande de la más sagrada historia, Sor Maria de Jesús de Agreda, La (Primera parte)","https://etso.es/informes/analisis-estilometrico-la-coronista-mas-grande-de-la-mas-sagrada-historia-sor-maria-de"
"Coronista más grande de la más sagrada historia, Sor Maria de Jesús de Agreda, La (Segunda parte)","https://etso.es/informes/analisis-estilometrico-la-coronista-mas-grande-de-la-mas-sagrada-historia-sor-maria-de-0"
"Correr por amor fortuna","https://etso.es/informes/analisis-estilometrico-correr-por-amor-fortuna"
"Corte del demonio, La","https://etso.es/informes/analisis-estilometrico-corte-del-demonio-la"
"Corte en el valle, La","https://etso.es/informes/analisis-estilometrico-la-corte-en-el-valle"
"Cortesana en la sierra, La","https://etso.es/informes/analisis-estilometrico-la-cortesana-en-la-sierra"
"Cortesía de España, La","https://etso.es/informes/analisis-estilometrico-la-cortesia-de-espana"
"Cosario Barbarroja y huérfano desterrado, El (Segunda parte)","https://etso.es/informes/analisis-estilometrico-el-cosario-barbarroja-y-huerfano-desterrado-segunda-parte"
"Creación del mundo y primera culpa del hombre, La","https://etso.es/informes/analisis-estilometrico-la-creacion-del-mundo-y-primera-culpa-del-hombre"
"Creación del mundo, La","https://etso.es/informes/analisis-estilometrico-la-creacion-del-mundo-0"
"Cristianísima Lis y azote de la herejía, La","https://etso.es/informes/analisis-estilometrico-la-cristianisima-lis-y-azote-de-la-herejia"
"Cruel Casandra, La","https://etso.es/informes/analisis-estilometrico-la-cruel-casandra"
"Crueldad por el honor, La","https://etso.es/informes/analisis-estilometrico-la-crueldad-por-el-honor"
"Cruz de Caravaca, La","https://etso.es/informes/analisis-estilometrico-la-cruz-de-caravaca"
"Cruz hallada, y triunfante, y Glorias de Constantino, La","https://etso.es/informes/analisis-estilometrico-la-cruz-hallada-y-triunfante-y-glorias-de-constantino"
"Cuál enemigo es mayor, el destino o el amor","https://etso.es/informes/analisis-estilometrico-cual-enemigo-es-mayor-el-destino-o-el-amor"
"Cuál es afecto mayor, lealtad o sangre o amor","https://etso.es/informes/analisis-estilometrico-cual-es-afecto-mayor-lealtad-o-sangre-o-amor"
"Cuál es lo más en amor, el desprecio o el favor","https://etso.es/informes/analisis-estilometrico-cual-es-lo-mas-en-amor-el-desprecio-o-el-favor"
"Cuál es mayor perfección, hermosura o discreción","https://etso.es/informes/analisis-estilometrico-cual-es-mayor-perfeccion-hermosura-o-discrecion"
"Cuando no se aguarda","https://etso.es/informes/analisis-estilometrico-cuando-no-se-aguarda"
"Cuantas veo tantas quiero","https://etso.es/informes/analisis-estilometrico-cuantas-veo-tantas-quiero"
"Cuanto cabe en hora y media","https://etso.es/informes/analisis-estilometrico-cuanto-cabe-en-hora-y-media"
"Cuánto mienten los indicios y Ganapán de las desdichas","https://etso.es/informes/analisis-estilometrico-cuanto-mienten-los-indicios-y-ganapan-de-las-desdichas"
"Cuánto se estima el honor","https://etso.es/informes/analisis-estilometrico-cuanto-se-estima-el-honor"
"Cuatro estrellas de Roma y el martirio más sangriento. San Eustaquio","https://etso.es/informes/analisis-estilometrico-cuatro-estrellas-de-roma-y-el-martirio-mas-sangriento-san-eustaquio"
"Cuatro galanes, Los","https://etso.es/informes/analisis-estilometrico-los-cuatro-galanes"
"Cuatro milagros de amor","https://etso.es/informes/analisis-estilometrico-cuatro-milagros-de-amor"
"Cubo de la Almudena, El","https://etso.es/informes/analisis-estilometrico-el-cubo-de-la-almudena"
"Cuentas del Gran Capitán, Las","https://etso.es/informes/analisis-estilometrico-las-cuentas-del-gran-capitan-0"
"Cuentas del Gran Capitán, Las","https://etso.es/informes/analisis-estilometrico-las-cuentas-del-gran-capitan"
"Cuerdo en su casa, El","https://etso.es/informes/analisis-estilometrico-el-cuerdo-en-su-casa"
"Cuerdo loco, El","https://etso.es/informes/analisis-estilometrico-el-cuerdo-loco"
"Cuerdos hacen el escarmiento, Los","https://etso.es/informes/analisis-estilometrico-los-cuerdos-hacen-el-escarmiento"
"Cuerdos hay que parecen locos","https://etso.es/informes/analisis-estilometrico-cuerdos-hay-que-parecen-locos"
"Cueva de Mercurino, La","https://etso.es/informes/analisis-estilometrico-la-cueva-de-mercurino"
"Cueva de Salamanca, La","https://etso.es/informes/analisis-estilometrico-la-cueva-de-salamanca-0"
"Cueva de Salamanca, La","https://etso.es/informes/analisis-estilometrico-la-cueva-de-salamanca"
"Cueva y castillo de amor","https://etso.es/informes/analisis-estilometrico-cueva-y-castillo-de-amor"
"Culpa busca la pena, y el agravio la venganza, La","https://etso.es/informes/analisis-estilometrico-la-culpa-busca-la-pena-y-el-agravio-la-venganza"
"Culpa más provechosa, La","https://etso.es/informes/analisis-estilometrico-la-culpa-mas-provechosa"
"Cumplir con su obligación","https://etso.es/informes/analisis-estilometrico-cumplir-con-su-obligacion"
"Cumplir dos obligaciones","https://etso.es/informes/analisis-estilometrico-cumplir-dos-obligaciones"
"Cumplir dos obligaciones y duquesa de Sajonia","https://etso.es/informes/analisis-estilometrico-cumplir-dos-obligaciones-y-duquesa-de-sajonia"
"Cumplirle a Dios la palabra","https://etso.es/informes/analisis-estilometrico-cumplirle-dios-la-palabra"
"Cura y la enfermedad, La","https://etso.es/informes/analisis-estilometrico-la-cura-y-la-enfermedad"
"Curioso impertinente, El","https://etso.es/informes/analisis-estilometrico-el-curioso-impertinente"
"Custodio de la Hungría, San Juan Capistrano, El","https://etso.es/informes/analisis-estilometrico-el-custodio-de-la-hungria-san-juan-capistrano"
"Dama alférez, La","https://etso.es/informes/analisis-estilometrico-la-dama-alferez"
"Dama boba, La","https://etso.es/informes/analisis-estilometrico-la-dama-boba"
"Dama capitán, La","https://etso.es/informes/analisis-estilometrico-la-dama-capitan"
"Dama corregidor, La","https://etso.es/informes/analisis-estilometrico-la-dama-corregidor"
"Dama del comendador, La","https://etso.es/informes/analisis-estilometrico-la-dama-del-comendador"
"Dama del olivar, La","https://etso.es/informes/analisis-estilometrico-la-dama-del-olivar"
"Dama duende, La","https://etso.es/informes/analisis-estilometrico-dama-duende-la"
"Dama fregona o Lupercia constante, La","https://etso.es/informes/analisis-estilometrico-la-dama-fregona-o-lupercia-constante"
"Dama muda, La","https://etso.es/informes/analisis-estilometrico-la-dama-muda"
"Dama presidente, La","https://etso.es/informes/analisis-estilometrico-la-dama-presidente"
"Dama y galán fantasma, La","https://etso.es/informes/analisis-estilometrico-la-dama-y-galan-fantasma"
"Dar al tiempo lo que es suyo","https://etso.es/informes/analisis-estilometrico-dar-al-tiempo-lo-que-es-suyo"
"Dar bien por mal","https://etso.es/informes/analisis-estilometrico-dar-bien-por-mal"
"Dar tiempo al tiempo","https://etso.es/informes/analisis-estilometrico-dar-tiempo-al-tiempo"
"Darlo todo y no dar nada","https://etso.es/informes/analisis-estilometrico-darlo-todo-y-no-dar-nada"
"Darlo todo y no dar nada (Burlesca)","https://etso.es/informes/analisis-estilometrico-darlo-todo-y-no-dar-nada-burlesca"
"David perseguido y montes de Gelboé","https://etso.es/informes/analisis-estilometrico-david-perseguido-y-montes-de-gelboe"
"De Alcalá a Madrid","https://etso.es/informes/analisis-estilometrico-de-alcala-madrid"
"De buen moro buen cristiano","https://etso.es/informes/analisis-estilometrico-de-buen-moro-buen-cristiano"
"De comedia no se trate, allá va ese disparate","https://etso.es/informes/analisis-estilometrico-de-comedia-no-se-trate-alla-va-ese-disparate"
"De cosario a cosario","https://etso.es/informes/analisis-estilometrico-de-cosario-cosario"
"De cuándo acá nos vino","https://etso.es/informes/analisis-estilometrico-de-cuando-aca-nos-vino"
"De fuera vendrá quien de casa nos echará","https://etso.es/informes/analisis-estilometrico-de-fuera-vendra-quien-de-casa-nos-echara"
"De la abarca a la corona","https://etso.es/informes/analisis-estilometrico-de-la-abarca-la-corona"
"De lo vivo a lo pintado","https://etso.es/informes/analisis-estilometrico-de-lo-vivo-lo-pintado"
"De los hechizos de amor, la música es el mayor y El montañés en la corte","https://etso.es/informes/analisis-estilometrico-de-los-hechizos-de-amor-la-musica-es-el-mayor-y-el-montanes-en-la"
"De los méritos de amor el silencio es el mayor","https://etso.es/informes/analisis-estilometrico-de-los-meritos-de-amor-el-silencio-es-el-mayor"
"De un castigo dos venganzas","https://etso.es/informes/analisis-estilometrico-de-un-castigo-dos-venganzas"
"De un castigo tres venganzas","https://etso.es/informes/analisis-estilometrico-de-un-castigo-tres-venganzas"
"De un yerro nacen mil","https://etso.es/informes/analisis-estilometrico-de-un-yerro-nacen-mil"
"De una causa dos efectos","https://etso.es/informes/analisis-estilometrico-de-una-causa-dos-efectos"
"Defensor de su agravio, El","https://etso.es/informes/analisis-estilometrico-el-defensor-de-su-agravio"
"Defensor del Peñón, El","https://etso.es/informes/analisis-estilometrico-el-defensor-del-penon"
"Defensora de la reina de Hungría, La","https://etso.es/informes/analisis-estilometrico-la-defensora-de-la-reina-de-hungria"
"Degollado, El","https://etso.es/informes/analisis-estilometrico-el-degollado"
"Dejar por amor venganzas","https://etso.es/informes/analisis-estilometrico-dejar-por-amor-venganzas"
"Dejar por Dios la corona","https://etso.es/informes/analisis-estilometrico-dejar-por-dios-la-corona"
"Del agravio hacer venganza - Hablar bien del enemigo","https://etso.es/informes/analisis-estilometrico-del-agravio-hacer-venganza-hablar-bien-del-enemigo"
"Del amigo el enemigo","https://etso.es/informes/analisis-estilometrico-del-amigo-el-enemigo"
"Del cielo viene el buen rey","https://etso.es/informes/analisis-estilometrico-del-cielo-viene-el-buen-rey"
"Del enemigo, el primer consejo","https://etso.es/informes/analisis-estilometrico-del-enemigo-el-primer-consejo"
"Del mal lo menos","https://etso.es/informes/analisis-estilometrico-del-mal-lo-menos"
"Del mal lo menos","https://etso.es/informes/analisis-estilometrico-del-mal-lo-menos-0"
"Del monte sale quien el monte quema","https://etso.es/informes/analisis-estilometrico-del-monte-sale"
"Del pan y del palo","https://etso.es/informes/analisis-estilometrico-del-pan-y-del-palo"
"Del rey abajo, ninguno","https://etso.es/informes/analisis-estilometrico-del-rey-abajo-ninguno"
"Del sepulcro a la corona","https://etso.es/informes/analisis-estilometrico-del-sepulcro-la-corona"
"Delincuente sin culpa y bastardo de Aragón, El","https://etso.es/informes/analisis-estilometrico-el-delincuente-sin-culpa-y-bastardo-de-aragon"
"Desafío de Carlos Quinto, El","https://etso.es/informes/analisis-estilometrico-el-desafio-de-carlos-quinto"
"Desafío de Juan Rana, El","https://etso.es/informes/analisis-estilometrico-el-desafio-de-juan-rana"
"Desagravios de Cristo, Los","https://etso.es/informes/analisis-estilometrico-los-desagravios-de-cristo"
"Desatinos de amor, Los","https://etso.es/informes/analisis-estilometrico-los-desatinos-de-amor"
"Descendencia de los Vélez de Medrano, La","https://etso.es/informes/analisis-estilometrico-la-descendencia-de-los-velez-de-medrano"
"Descendencia, La","https://etso.es/informes/analisis-estilometrico-la-descendencia"
"Descendimiento de la cruz, El","https://etso.es/informes/analisis-estilometrico-el-descendimiento-de-la-cruz"
"Descensión de Nuestra Señora en la Santa Iglesia de Toledo, La","https://etso.es/informes/analisis-estilometrico-la-descension-de-nuestra-senora-en-la-santa-iglesia-de-toledo"
"Desconfiado, El","https://etso.es/informes/analisis-estilometrico-el-desconfiado"
"Desde Toledo a Madrid","https://etso.es/informes/analisis-estilometrico-desde-toledo-madrid"
"Desdén con el desdén, El (Burlesca)","https://etso.es/informes/analisis-estilometrico-el-desden-con-el-desden-burlesca"
"Desdén vengado, El","https://etso.es/informes/analisis-estilometrico-el-desden-vengado"
"Desdén, con el desdén, El","https://etso.es/informes/analisis-estilometrico-el-desden-con-el-desden"
"Desdicha de la voz, La","https://etso.es/informes/analisis-estilometrico-desdicha-de-la-voz-la"
"Desdicha venturosa, La","https://etso.es/informes/analisis-estilometrico-la-desdicha-venturosa-0"
"Desdicha venturosa, La","https://etso.es/informes/analisis-estilometrico-la-desdicha-venturosa"
"Desdichado en fingir, El","https://etso.es/informes/analisis-estilometrico-el-desdichado-en-fingir"
"Desdichados dichosos, Los","https://etso.es/informes/analisis-estilometrico-los-desdichados-dichosos"
"Deseado príncipe de Asturias, y jueces de Castilla, El","https://etso.es/informes/analisis-estilometrico-el-deseado-principe-de-asturias-y-jueces-de-castilla"
"Desengaño del mundo, El","https://etso.es/informes/analisis-estilometrico-el-desengano-del-mundo"
"Desengaño dichoso, El","https://etso.es/informes/analisis-estilometrico-el-desengano-dichoso"
"Desgracia más felice, La","https://etso.es/informes/analisis-estilometrico-la-desgracia-mas-felice"
"Desgraciada Raquel y rey don Alfonso el Octavo, La - Judía de Toledo, La","https://etso.es/informes/analisis-estilometrico-la-desgraciada-raquel-y-rey-don-alfonso-el-octavo-la-judia-de"
"Desgracias del rey don Alfonso el Casto, Las","https://etso.es/informes/analisis-estilometrico-las-desgracias-del-rey-don-alfonso-el-casto"
"Deshonra honrosa, La","https://etso.es/informes/analisis-estilometrico-la-deshonra-honrosa"
"Desobligar amando","https://etso.es/informes/analisis-estilometrico-desobligar-amando"
"Despertar a quien duerme, El","https://etso.es/informes/analisis-estilometrico-el-despertar-quien-duerme"
"Desposado en mantillas, El","https://etso.es/informes/analisis-estilometrico-el-desposado-en-mantillas"
"Desposado por fuerza, El - Olvidar amando","https://etso.es/informes/analisis-estilometrico-el-desposado-por-fuerza-olvidar-amando"
"Desposorio encubierto, El","https://etso.es/informes/analisis-estilometrico-el-desposorio-encubierto"
"Desposorios de la Virgen, Los","https://etso.es/informes/analisis-estilometrico-los-desposorios-de-la-virgen-0"
"Desposorios de la Virgen, Los","https://etso.es/informes/analisis-estilometrico-los-desposorios-de-la-virgen"
"Despreciada querida, La","https://etso.es/informes/analisis-estilometrico-la-despreciada-querida"
"Despreciar lo que se quiere","https://etso.es/informes/analisis-estilometrico-despreciar-lo-que-se-quiere"
"Desprecio agradecido, El","https://etso.es/informes/analisis-estilometrico-el-desprecio-agradecido"
"Desprecios con amor y más mudable hermosura, Los","https://etso.es/informes/analisis-estilometrico-los-desprecios-con-amor-y-mas-mudable-hermosura"
"Desprecios en quien ama, Los","https://etso.es/informes/analisis-estilometrico-los-desprecios-en-quien-ama"
"Deste agua no beberé","https://etso.es/informes/analisis-estilometrico-deste-agua-no-bebere"
"Destinos vencen finezas","https://etso.es/informes/analisis-estilometrico-destinos-vencen-finezas"
"Destrucción de Constantinopla, La","https://etso.es/informes/analisis-estilometrico-la-destruccion-de-constantinopla"
"Destrucción de Troya, La","https://etso.es/informes/analisis-estilometrico-la-destruccion-de-troya"
"Devoción de la cruz, La - Cruz en la sepultura, La","https://etso.es/informes/analisis-estilometrico-la-devocion-de-la-cruz-la-cruz-en-la-sepultura"
"Devoción de la misa, La","https://etso.es/informes/analisis-estilometrico-la-devocion-de-la-misa"
"Devoción de la misa, La","https://etso.es/informes/analisis-estilometrico-la-devocion-de-la-misa-0"
"Devoción de las ánimas del purgatorio, La","https://etso.es/informes/analisis-estilometrico-la-devocion-de-las-animas-del-purgatorio"
"Devoción del Ángel de la Guarda, La","https://etso.es/informes/analisis-estilometrico-la-devocion-del-angel-de-la-guarda"
"Devoción del rosario, La","https://etso.es/informes/analisis-estilometrico-la-devocion-del-rosario"
"Devoción del Rosario, La","https://etso.es/informes/analisis-estilometrico-la-devocion-del-rosario-0"
"Di mentira, sacarás verdad","https://etso.es/informes/analisis-estilometrico-di-mentira-sacaras-verdad"
"Día mayor de los días, El","https://etso.es/informes/analisis-estilometrico-el-dia-mayor-de-los-dias"
"Diablo de Palermo, y tirano de Tinacria, El","https://etso.es/informes/analisis-estilometrico-el-diablo-de-palermo-y-tirano-de-tinacria"
"Diablo está en Cantillana, El","https://etso.es/informes/analisis-estilometrico-el-diablo-esta-en-cantillana"
"Diablo mudo (Primera versión), El","https://etso.es/informes/analisis-estilometrico-el-diablo-mudo-primera-version"
"Diablo mudo (Segunda versión), El","https://etso.es/informes/analisis-estilometrico-el-diablo-mudo-segunda-version"
"Diablo predicador, El","https://etso.es/informes/analisis-estilometrico-el-diablo-predicador"
"Diálogo del nacimiento y adición del diálogo","https://etso.es/informes/analisis-estilometrico-dialogo-del-nacimiento-y-adicion-del-dialogo"
"Dicha del retraído, La","https://etso.es/informes/analisis-estilometrico-la-dicha-del-retraido"
"Dicha en el infortunio, y triunfo de los vencidos, La","https://etso.es/informes/analisis-estilometrico-la-dicha-en-el-infortunio-y-triunfo-de-los-vencidos"
"Dicha es la diligencia, La","https://etso.es/informes/analisis-estilometrico-la-dicha-es-la-diligencia"
"Dicha por el agravio, La","https://etso.es/informes/analisis-estilometrico-la-dicha-por-el-agravio"
"Dicha por malos medios, La","https://etso.es/informes/analisis-estilometrico-la-dicha-por-malos-medios"
"Dicha y desdicha del juego y devoción de la Virgen","https://etso.es/informes/analisis-estilometrico-dicha-y-desdicha-del-juego-y-devocion-de-la-virgen"
"Dicha y desdicha del nombre","https://etso.es/informes/analisis-estilometrico-dicha-y-desdicha-del-nombre"
"Dichoso bandolero, El","https://etso.es/informes/analisis-estilometrico-el-dichoso-bandolero"
"Diciembre por agosto, El","https://etso.es/informes/analisis-estilometrico-el-diciembre-por-agosto"
"Dido y Eneas","https://etso.es/informes/analisis-estilometrico-dido-y-eneas-0"
"Dido y Eneas","https://etso.es/informes/analisis-estilometrico-dido-y-eneas"
"Dido y Eneas","https://etso.es/informes/analisis-estilometrico-dido-y-eneas-1"
"Difunta pleiteada, La","https://etso.es/informes/analisis-estilometrico-la-difunta-pleiteada"
"Dineros son calidad","https://etso.es/informes/analisis-estilometrico-dineros-son-calidad"
"Dios descubre la verdad","https://etso.es/informes/analisis-estilometrico-dios-descubre-la-verdad"
"Dios hace justicia a todos","https://etso.es/informes/analisis-estilometrico-dios-hace-justicia-todos"
"Dios hace reyes","https://etso.es/informes/analisis-estilometrico-dios-hace-reyes"
"Dioses por el leal, Los","https://etso.es/informes/analisis-estilometrico-los-dioses-por-el-leal"
"Discordia concordada de los cuatro elementos, La","https://etso.es/informes/analisis-estilometrico-la-discordia-concordada-de-los-cuatro-elementos"
"Discordia en los casados, La","https://etso.es/informes/analisis-estilometrico-la-discordia-en-los-casados"
"Discreta enamorada, La","https://etso.es/informes/analisis-estilometrico-la-discreta-enamorada"
"Discreta venganza, La","https://etso.es/informes/analisis-estilometrico-la-discreta-venganza"
"Discreto porfiado, El","https://etso.es/informes/analisis-estilometrico-el-discreto-porfiado"
"Disimular es vencer","https://etso.es/informes/analisis-estilometrico-disimular-es-vencer"
"Divina esposa, La","https://etso.es/informes/analisis-estilometrico-la-divina-esposa"
"Divina Filotea, La","https://etso.es/informes/analisis-estilometrico-la-divina-filotea"
"Divina vencedora, La","https://etso.es/informes/analisis-estilometrico-la-divina-vencedora"
"Divino Aeropagita, El","https://etso.es/informes/analisis-estilometrico-el-divino-aeropagita"
"Divino africano, El","https://etso.es/informes/analisis-estilometrico-el-divino-africano"
"Divino calabrés san Francisco de Paula, El","https://etso.es/informes/analisis-estilometrico-el-divino-calabres-san-francisco-de-paula"
"Divino cazador, El","https://etso.es/informes/analisis-estilometrico-el-divino-cazador"
"Divino Isaac, El","https://etso.es/informes/analisis-estilometrico-el-divino-isaac"
"Divino Jasón, El","https://etso.es/informes/analisis-estilometrico-el-divino-jason"
"Divino Narciso, El","https://etso.es/informes/analisis-estilometrico-el-divino-narciso"
