work_id,title,old_url,new_url,slug
QUINONES_Duena(Entremes),"Dueña, La",https://etso.es/informes/analisis-estilometrico-la-duena,https://etso.es/informes/analisis-estilometrico-la-duena,analisis-estilometrico-la-duena
QUINONES_Duenas(Entremes),"Dueñas, Las",https://etso.es/informes/analisis-estilometrico-las-duenas,https://etso.es/informes/analisis-estilometrico-las-duenas,analisis-estilometrico-las-duenas
ALARCON_DuenoDeLasEstrellas,"Dueño de las estrellas, El",https://etso.es/informes/analisis-estilometrico-el-dueno-de-las-estrellas,https://etso.es/informes/analisis-estilometrico-el-dueno-de-las-estrellas,analisis-estilometrico-el-dueno-de-las-estrellas
LOPE_DuqueDeViseo,"Duque de Viseo, El",https://etso.es/informes/analisis-estilometrico-el-duque-de-viseo,https://etso.es/informes/analisis-estilometrico-el-duque-de-viseo,analisis-estilometrico-el-duque-de-viseo
TARREGA_DuquesaConstante,"Duquesa constante, La",https://etso.es/informes/analisis-estilometrico-la-duquesa-constante,https://etso.es/informes/analisis-estilometrico-la-duquesa-constante,analisis-estilometrico-la-duquesa-constante
PIERRES_DurandarteYBelerma(Transk-IMPR),Durandarte y Belerma,https://etso.es/informes/analisis-estilometrico-durandarte-y-belerma,https://etso.es/informes/analisis-estilometrico-durandarte-y-belerma,analisis-estilometrico-durandarte-y-belerma
CALDERON_DiaMayorDeLosDias(Auto),"Día mayor de los días, El",https://etso.es/informes/analisis-estilometrico-el-dia-mayor-de-los-dias,https://etso.es/informes/analisis-estilometrico-el-dia-mayor-de-los-dias,analisis-estilometrico-el-dia-mayor-de-los-dias
LOPE_DomineLucas,Dómine Lucas,https://etso.es/informes/analisis-estilometrico-domine-lucas,https://etso.es/informes/analisis-estilometrico-domine-lucas,analisis-estilometrico-domine-lucas
CANIZARES_DomineLucas(Transk-IMPR),"Dómine Lucas, El",https://etso.es/informes/analisis-estilometrico-el-domine-lucas,https://etso.es/informes/analisis-estilometrico-el-domine-lucas,analisis-estilometrico-el-domine-lucas
CALDERON_EcoYNarciso,Eco y Narciso,https://etso.es/informes/analisis-estilometrico-eco-y-narciso,https://etso.es/informes/analisis-estilometrico-eco-y-narciso,analisis-estilometrico-eco-y-narciso
SANTOS_EfectosDelPlacer(Auto)(Transk-MSS),"Efectos del placer, Los",https://etso.es/informes/analisis-estilometrico-los-efectos-del-placer,https://etso.es/informes/analisis-estilometrico-los-efectos-del-placer,analisis-estilometrico-los-efectos-del-placer
LOPE_EjemploDeCasadas(Transk-IMPR),"Ejemplo de casadas y prueba de la paciencia, El",https://etso.es/informes/analisis-estilometrico-el-ejemplo-de-casadas-y-prueba-de-la-paciencia,https://etso.es/informes/analisis-estilometrico-el-ejemplo-de-casadas-y-prueba-de-la-paciencia,analisis-estilometrico-el-ejemplo-de-casadas-y-prueba-de-la-paciencia
MIRA_EjemploMayor,"Ejemplo mayor de la desdicha, El",https://etso.es/informes/analisis-estilometrico-el-ejemplo-mayor-de-la-desdicha,https://etso.es/informes/analisis-estilometrico-el-ejemplo-mayor-de-la-desdicha,analisis-estilometrico-el-ejemplo-mayor-de-la-desdicha
CERVANTES_EleccionDeLosAlcaldes(Entremes),"Elección de los alcaldes de Daganzo, La",https://etso.es/informes/analisis-estilometrico-la-eleccion-de-los-alcaldes-de-daganzo,https://etso.es/informes/analisis-estilometrico-la-eleccion-de-los-alcaldes-de-daganzo,analisis-estilometrico-la-eleccion-de-los-alcaldes-de-daganzo
TIRSO_EleccionPorLaVirtud,"Elección por la virtud, La",https://etso.es/informes/analisis-estilometrico-la-eleccion-por-la-virtud,https://etso.es/informes/analisis-estilometrico-la-eleccion-por-la-virtud,analisis-estilometrico-la-eleccion-por-la-virtud
SALAZAR_ElegirAlEnemigo(Transk-IMPR),Elegir al enemigo,https://etso.es/informes/analisis-estilometrico-elegir-al-enemigo,https://etso.es/informes/analisis-estilometrico-elegir-al-enemigo,analisis-estilometrico-elegir-al-enemigo
VIRUES_ElisaDido,Elisa Dido,https://etso.es/informes/analisis-estilometrico-elisa-dido,https://etso.es/informes/analisis-estilometrico-elisa-dido,analisis-estilometrico-elisa-dido
LOPE_ElloDira,Ello dirá,https://etso.es/informes/analisis-estilometrico-ello-dira,https://etso.es/informes/analisis-estilometrico-ello-dira,analisis-estilometrico-ello-dira
LOPE_EmbustesDeCelauro,"Embustes de Celauro, Los",https://etso.es/informes/analisis-estilometrico-los-embustes-de-celauro,https://etso.es/informes/analisis-estilometrico-los-embustes-de-celauro,analisis-estilometrico-los-embustes-de-celauro
LOPE_EmbustesDeFabia,"Embustes de Fabia, Los",https://etso.es/informes/analisis-estilometrico-los-embustes-de-fabia,https://etso.es/informes/analisis-estilometrico-los-embustes-de-fabia,analisis-estilometrico-los-embustes-de-fabia
BOCANGEL_EmperadorFingido(Transk-IMPR),"Emperador fingido, El",https://etso.es/informes/analisis-estilometrico-el-emperador-fingido,https://etso.es/informes/analisis-estilometrico-el-emperador-fingido,analisis-estilometrico-el-emperador-fingido
COELLO_EmpenosDeSeisHoras(Transk-IMPR),"Empeños de seis horas, Los",https://etso.es/informes/analisis-estilometrico-los-empenos-de-seis-horas,https://etso.es/informes/analisis-estilometrico-los-empenos-de-seis-horas,analisis-estilometrico-los-empenos-de-seis-horas
ALARCON_EmpenosDeUnEngano,"Empeños de un engaño, Los",https://etso.es/informes/analisis-estilometrico-los-empenos-de-un-engano,https://etso.es/informes/analisis-estilometrico-los-empenos-de-un-engano,analisis-estilometrico-los-empenos-de-un-engano
CALDERONdudosa_EmpenosDeUnPlumaje(Transk-IMPR),"Empeños de un plumaje y origen de los Guevaras, Los",https://etso.es/informes/analisis-estilometrico-los-empenos-de-un-plumaje-y-origen-de-los-guevaras,https://etso.es/informes/analisis-estilometrico-los-empenos-de-un-plumaje-y-origen-de-los-guevaras,analisis-estilometrico-los-empenos-de-un-plumaje-y-origen-de-los-guevaras
JUANA-INES_EmpenosDeUnaCasa,"Empeños de una casa, Los",https://etso.es/informes/analisis-estilometrico-los-empenos-de-una-casa,https://etso.es/informes/analisis-estilometrico-los-empenos-de-una-casa,analisis-estilometrico-los-empenos-de-una-casa
HURTADO_EmpenosDelMentir(Transk-IMPR),"Empeños del mentir, Los",https://etso.es/informes/analisis-estilometrico-los-empenos-del-mentir,https://etso.es/informes/analisis-estilometrico-los-empenos-del-mentir,analisis-estilometrico-los-empenos-del-mentir
CABEZA_EmpenosQueHaceAmor(Transk-IMPR),"Empeños que hace el amor, Los",https://etso.es/informes/analisis-estilometrico-los-empenos-que-hace-el-amor,https://etso.es/informes/analisis-estilometrico-los-empenos-que-hace-el-amor,analisis-estilometrico-los-empenos-que-hace-el-amor
MONTERO_EnElDichosoEsMeritoLaCulpa(Transk-MSS),En el dichoso es mérito la culpa,https://etso.es/informes/analisis-estilometrico-en-el-dichoso-es-merito-la-culpa,https://etso.es/informes/analisis-estilometrico-en-el-dichoso-es-merito-la-culpa,analisis-estilometrico-en-el-dichoso-es-merito-la-culpa
BRAVO_EnElEnganoElRemedio(Transk-IMPR),En el engaño el remedio,https://etso.es/informes/analisis-estilometrico-en-el-engano-el-remedio,https://etso.es/informes/analisis-estilometrico-en-el-engano-el-remedio,analisis-estilometrico-en-el-engano-el-remedio
DESCONOCIDO_EnElMartirioElDescanso(Transk-MSS),"En el martirio el descanso y en el descanso la muerte, San Vicente mártir",https://etso.es/informes/analisis-estilometrico-en-el-martirio-el-descanso-y-en-el-descanso-la-muerte-san-vicente,https://etso.es/informes/analisis-estilometrico-en-el-martirio-el-descanso-y-en-el-descanso-la-muerte-san-vicente,analisis-estilometrico-en-el-martirio-el-descanso-y-en-el-descanso-la-muerte-san-vicente
DESCONOCIDO_EnElMayorPeligroSeConoceLaAmistad(Auto)(Transk-MSS),En el mayor peligro se conoce la amistad,https://etso.es/informes/analisis-estilometrico-en-el-mayor-peligro-se-conoce-la-amistad,https://etso.es/informes/analisis-estilometrico-en-el-mayor-peligro-se-conoce-la-amistad,analisis-estilometrico-en-el-mayor-peligro-se-conoce-la-amistad
DESCONOCIDO_EnElRemedioEstaElDano(Transk-MSS),En el remedio está el daño,https://etso.es/informes/analisis-estilometrico-en-el-remedio-esta-el-dano,https://etso.es/informes/analisis-estilometrico-en-el-remedio-esta-el-dano,analisis-estilometrico-en-el-remedio-esta-el-dano
GUEDEJA_EnElSuenoEstaLaMuerte(Transk-IMPR),En el sueño está la muerte,https://etso.es/informes/analisis-estilometrico-en-el-sueno-esta-la-muerte,https://etso.es/informes/analisis-estilometrico-en-el-sueno-esta-la-muerte,analisis-estilometrico-en-el-sueno-esta-la-muerte
CALDERON_EnLaVidaTodo,En la vida todo es verdad y todo mentira,https://etso.es/informes/analisis-estilometrico-en-la-vida-todo-es-verdad-y-todo-mentira,https://etso.es/informes/analisis-estilometrico-en-la-vida-todo-es-verdad-y-todo-mentira,analisis-estilometrico-en-la-vida-todo-es-verdad-y-todo-mentira
CASTRO_EnamoradoMudo(Transk-IMPR),"Enamorado mudo, El",https://etso.es/informes/analisis-estilometrico-el-enamorado-mudo,https://etso.es/informes/analisis-estilometrico-el-enamorado-mudo,analisis-estilometrico-el-enamorado-mudo
SALAZAR_EncantoEsLaHermosura(Transk-IMPR),Encanto es la hermosura y hechizo sin hechizo,https://etso.es/informes/analisis-estilometrico-encanto-es-la-hermosura-y-hechizo-sin-hechizo,https://etso.es/informes/analisis-estilometrico-encanto-es-la-hermosura-y-hechizo-sin-hechizo,analisis-estilometrico-encanto-es-la-hermosura-y-hechizo-sin-hechizo
MONROY_EncantoPorLosCelos(Transk-IMPR),"Encanto por los celos y fuente de la judía, El",https://etso.es/informes/analisis-estilometrico-el-encanto-por-los-celos-y-fuente-de-la-judia,https://etso.es/informes/analisis-estilometrico-el-encanto-por-los-celos-y-fuente-de-la-judia,analisis-estilometrico-el-encanto-por-los-celos-y-fuente-de-la-judia
CASTILLO_EncantosDeBretana,"Encantos de Bretaña, Los",https://etso.es/informes/analisis-estilometrico-los-encantos-de-bretana,https://etso.es/informes/analisis-estilometrico-los-encantos-de-bretana,analisis-estilometrico-los-encantos-de-bretana
ROJASdudosa_EncantosDeLaChina,"Encantos de la China, Los",https://etso.es/informes/analisis-estilometrico-los-encantos-de-la-china,https://etso.es/informes/analisis-estilometrico-los-encantos-de-la-china,analisis-estilometrico-los-encantos-de-la-china
CALDERON_EncantosDeLaCulpa(Auto),"Encantos de la culpa, Los",https://etso.es/informes/analisis-estilometrico-los-encantos-de-la-culpa,https://etso.es/informes/analisis-estilometrico-los-encantos-de-la-culpa,analisis-estilometrico-los-encantos-de-la-culpa
ROJAS_EncantosDeMedea,"Encantos de Medea, Los",https://etso.es/informes/analisis-estilometrico-los-encantos-de-medea,https://etso.es/informes/analisis-estilometrico-los-encantos-de-medea,analisis-estilometrico-los-encantos-de-medea
ENCISO_Encubierto(Transk-IMPR),"Encubierto, El",https://etso.es/informes/analisis-estilometrico-el-encubierto,https://etso.es/informes/analisis-estilometrico-el-encubierto,analisis-estilometrico-el-encubierto
FERNANDEZ-LEON_EndimionYDiana(Transk-IMPR),Endimión y Diana,https://etso.es/informes/analisis-estilometrico-endimion-y-diana,https://etso.es/informes/analisis-estilometrico-endimion-y-diana,analisis-estilometrico-endimion-y-diana
MORETO_EneasDeDiosYCaballero,"Eneas de Dios y caballero del Sacramento, El",https://etso.es/informes/analisis-estilometrico-el-eneas-de-dios-y-caballero-del-sacramento,https://etso.es/informes/analisis-estilometrico-el-eneas-de-dios-y-caballero-del-sacramento,analisis-estilometrico-el-eneas-de-dios-y-caballero-del-sacramento
VILLEGAS&LANINI_EneasDeLaVirgen(Transk-IMPR),Eneas de la Virgen y primer rey de Navarra,https://etso.es/informes/analisis-estilometrico-eneas-de-la-virgen-y-primer-rey-de-navarra,https://etso.es/informes/analisis-estilometrico-eneas-de-la-virgen-y-primer-rey-de-navarra,analisis-estilometrico-eneas-de-la-virgen-y-primer-rey-de-navarra
TARREGA_EnemigaFavorable,"Enemiga favorable, La",https://etso.es/informes/analisis-estilometrico-la-enemiga-favorable,https://etso.es/informes/analisis-estilometrico-la-enemiga-favorable,analisis-estilometrico-la-enemiga-favorable
LOPE_EnemigoEnganado,"Enemigo engañado, El",https://etso.es/informes/analisis-estilometrico-el-enemigo-enganado,https://etso.es/informes/analisis-estilometrico-el-enemigo-enganado,analisis-estilometrico-el-enemigo-enganado
LOPE_EnemigosEnCasa,"Enemigos en casa, Los",https://etso.es/informes/analisis-estilometrico-los-enemigos-en-casa,https://etso.es/informes/analisis-estilometrico-los-enemigos-en-casa,analisis-estilometrico-los-enemigos-en-casa
CASTRO_EnemigosHermanos(Transk-IMPR),"Enemigos hermanos, Los",https://etso.es/informes/analisis-estilometrico-los-enemigos-hermanos,https://etso.es/informes/analisis-estilometrico-los-enemigos-hermanos,analisis-estilometrico-los-enemigos-hermanos
CALDERON&VELEZ&CANCER_EnfermarConElRemedio,Enfermar con el remedio,https://etso.es/informes/analisis-estilometrico-enfermar-con-el-remedio,https://etso.es/informes/analisis-estilometrico-enfermar-con-el-remedio,analisis-estilometrico-enfermar-con-el-remedio
FUENTE_EnganarConLaVerdad(Transk-IMPR),Engañar con la verdad,https://etso.es/informes/analisis-estilometrico-enganar-con-la-verdad,https://etso.es/informes/analisis-estilometrico-enganar-con-la-verdad,analisis-estilometrico-enganar-con-la-verdad
CABEZA_EnganarParaCasarse(Transk-IMPR),Engañar para casarse,https://etso.es/informes/analisis-estilometrico-enganar-para-casarse,https://etso.es/informes/analisis-estilometrico-enganar-para-casarse,analisis-estilometrico-enganar-para-casarse
ENRIQUEZ_EnganarParaReinar,Engañar para reinar,https://etso.es/informes/analisis-estilometrico-enganar-para-reinar,https://etso.es/informes/analisis-estilometrico-enganar-para-reinar,analisis-estilometrico-enganar-para-reinar
CASTRO_EnganarseEnganando(Transk-IMPR),Engañarse engañando,https://etso.es/informes/analisis-estilometrico-enganarse-enganando,https://etso.es/informes/analisis-estilometrico-enganarse-enganando,analisis-estilometrico-enganarse-enganando
MONTERO_EnganoDeUnosCelos(Transk-IMPR),"Engaño de unos celos, El",https://etso.es/informes/analisis-estilometrico-el-engano-de-unos-celos,https://etso.es/informes/analisis-estilometrico-el-engano-de-unos-celos,analisis-estilometrico-el-engano-de-unos-celos
LOPEdudosa_EnganoEnLaVerdad,"Engaño en la verdad, El",https://etso.es/informes/analisis-estilometrico-el-engano-en-la-verdad,https://etso.es/informes/analisis-estilometrico-el-engano-en-la-verdad,analisis-estilometrico-el-engano-en-la-verdad
DESCONOCIDO_EnganoEnLaVictoria(Transk-MSS),"Engaño en la victoria, El",https://etso.es/informes/analisis-estilometrico-el-engano-en-la-victoria,https://etso.es/informes/analisis-estilometrico-el-engano-en-la-victoria,analisis-estilometrico-el-engano-en-la-victoria
MORETO_EnganosDeUnEngano,"Engaños de un engaño y confusión de un papel, Los",https://etso.es/informes/analisis-estilometrico-los-enganos-de-un-engano-y-confusion-de-un-papel,https://etso.es/informes/analisis-estilometrico-los-enganos-de-un-engano-y-confusion-de-un-papel,analisis-estilometrico-los-enganos-de-un-engano-y-confusion-de-un-papel
ARBOREDA_EnganosHayQueSonJustos(Transk-MSS),"Engaños hay que son justos en lides de amor y celos, y segundo rey de Roma, o la coronación de Numa Pompilio",https://etso.es/informes/analisis-estilometrico-enganos-hay-que-son-justos-en-lides-de-amor-y-celos-y-segundo-rey,https://etso.es/informes/analisis-estilometrico-enganos-hay-que-son-justos-en-lides-de-amor-y-celos-y-segundo-rey,analisis-estilometrico-enganos-hay-que-son-justos-en-lides-de-amor-y-celos-y-segundo-rey
JIMENEZ-CISNEROS_EnmendarYerrosDeAmor(Transk-IMPR),Enmendar yerros de amor,https://etso.es/informes/analisis-estilometrico-enmendar-yerros-de-amor,https://etso.es/informes/analisis-estilometrico-enmendar-yerros-de-amor,analisis-estilometrico-enmendar-yerros-de-amor
CEPEDA_EnredosDeMartin,"Enredos de Martín, Los",https://etso.es/informes/analisis-estilometrico-los-enredos-de-martin,https://etso.es/informes/analisis-estilometrico-los-enredos-de-martin,analisis-estilometrico-los-enredos-de-martin
REYES_EnredosDelDiablo(Transk-IMPR),"Enredos del Diablo, Los",https://etso.es/informes/analisis-estilometrico-los-enredos-del-diablo,https://etso.es/informes/analisis-estilometrico-los-enredos-del-diablo,analisis-estilometrico-los-enredos-del-diablo
DESCONOCIDO_EntradaDelMarquesDeLosVelez(Transk-IMPR),Entrada del Marqués de los Vélez en Cataluña y asalto de Montjuic,https://etso.es/informes/analisis-estilometrico-entrada-del-marques-de-los-velez-en-cataluna-y-asalto-de-montjuic,https://etso.es/informes/analisis-estilometrico-entrada-del-marques-de-los-velez-en-cataluna-y-asalto-de-montjuic,analisis-estilometrico-entrada-del-marques-de-los-velez-en-cataluna-y-asalto-de-montjuic
CORDERO_EntradaDelReyEnPortugal,"Entrada del rey en Portugal, La",https://etso.es/informes/analisis-estilometrico-la-entrada-del-rey-en-portugal,https://etso.es/informes/analisis-estilometrico-la-entrada-del-rey-en-portugal,analisis-estilometrico-la-entrada-del-rey-en-portugal
ROJAS_EntreBobos,Entre bobos anda el juego,https://etso.es/informes/analisis-estilometrico-entre-bobos-anda-el-juego,https://etso.es/informes/analisis-estilometrico-entre-bobos-anda-el-juego,analisis-estilometrico-entre-bobos-anda-el-juego
VALDIVIELSO_EntreDiaYNoche(Auto)(Modern-Aut),Entre día y noche,https://etso.es/informes/analisis-estilometrico-entre-dia-y-noche,https://etso.es/informes/analisis-estilometrico-entre-dia-y-noche,analisis-estilometrico-entre-dia-y-noche
CUBILLO_EntreLosSueltosCaballos,Entre los sueltos caballos,https://etso.es/informes/analisis-estilometrico-entre-los-sueltos-caballos,https://etso.es/informes/analisis-estilometrico-entre-los-sueltos-caballos,analisis-estilometrico-entre-los-sueltos-caballos
CERVANTES_Entretenida,"Entretenida, La",https://etso.es/informes/analisis-estilometrico-la-entretenida,https://etso.es/informes/analisis-estilometrico-la-entretenida,analisis-estilometrico-la-entretenida
LOPE_EnvidiaDeLaNobleza,"Envidia de la nobleza, La",https://etso.es/informes/analisis-estilometrico-la-envidia-de-la-nobleza,https://etso.es/informes/analisis-estilometrico-la-envidia-de-la-nobleza,analisis-estilometrico-la-envidia-de-la-nobleza
DESCONOCIDO_EnvidiaDeLucifer,"Envidia de Lucifer, La",https://etso.es/informes/analisis-estilometrico-la-envidia-de-lucifer,https://etso.es/informes/analisis-estilometrico-la-envidia-de-lucifer,analisis-estilometrico-la-envidia-de-lucifer
MONROY_EnvidiasVencenFortunas(Transk-IMPR),Envidias vencen fortunas,https://etso.es/informes/analisis-estilometrico-envidias-vencen-fortunas,https://etso.es/informes/analisis-estilometrico-envidias-vencen-fortunas,analisis-estilometrico-envidias-vencen-fortunas
LOZANO_EnMujerVenganzaHonrosa(Transk-IMPR),En mujer venganza honrosa,https://etso.es/informes/analisis-estilometrico-en-mujer-venganza-honrosa,https://etso.es/informes/analisis-estilometrico-en-mujer-venganza-honrosa,analisis-estilometrico-en-mujer-venganza-honrosa
BELMONTE_EnRiesgosLuceElAmor(Transk-IMPR),En riesgos luce el amor,https://etso.es/informes/analisis-estilometrico-en-riesgos-luce-el-amor,https://etso.es/informes/analisis-estilometrico-en-riesgos-luce-el-amor,analisis-estilometrico-en-riesgos-luce-el-amor
ZABALETA_ErmitanoGalan,"Ermitaño galán, El",https://etso.es/informes/analisis-estilometrico-el-ermitano-galan,https://etso.es/informes/analisis-estilometrico-el-ermitano-galan,analisis-estilometrico-el-ermitano-galan
MUXET_ErmitanoSeglar(Transk-IMPR),"Ermitaño seglar, El",https://etso.es/informes/analisis-estilometrico-el-ermitano-seglar,https://etso.es/informes/analisis-estilometrico-el-ermitano-seglar,analisis-estilometrico-el-ermitano-seglar
ROSETE_ErrarPrincipiosDeAmor(Transk-IMPR),Errar principios de amor,https://etso.es/informes/analisis-estilometrico-errar-principios-de-amor,https://etso.es/informes/analisis-estilometrico-errar-principios-de-amor,analisis-estilometrico-errar-principios-de-amor
DESCONOCIDO_EscalaDeJacob,"Escala de Jacob, La",https://etso.es/informes/analisis-estilometrico-la-escala-de-jacob,https://etso.es/informes/analisis-estilometrico-la-escala-de-jacob,analisis-estilometrico-la-escala-de-jacob
ENRIQUEZ_EscalaDeLaGracia,"Escala de la gracia, La",https://etso.es/informes/analisis-estilometrico-la-escala-de-la-gracia,https://etso.es/informes/analisis-estilometrico-la-escala-de-la-gracia,analisis-estilometrico-la-escala-de-la-gracia
MONTALBAN_Escanderbech(Auto)(Transk-IMPR),Escanderbech,https://etso.es/informes/analisis-estilometrico-escanderbech,https://etso.es/informes/analisis-estilometrico-escanderbech,analisis-estilometrico-escanderbech
LOPEZ-FELIPE_Escanderbey(Burlesca)(Transk-MSS),Escanderbey (Burlesca),https://etso.es/informes/analisis-estilometrico-escanderbey-burlesca,https://etso.es/informes/analisis-estilometrico-escanderbey-burlesca,analisis-estilometrico-escanderbey-burlesca
MONROY_EscarmientosDelPecado(Transk-IMPR),Escarmientos del pecado y fuerza del desengaño,https://etso.es/informes/analisis-estilometrico-escarmientos-del-pecado-y-fuerza-del-desengano,https://etso.es/informes/analisis-estilometrico-escarmientos-del-pecado-y-fuerza-del-desengano,analisis-estilometrico-escarmientos-del-pecado-y-fuerza-del-desengano
TIRSO_EscarmientoCuerdo,Escarmientos para el cuerdo,https://etso.es/informes/analisis-estilometrico-escarmientos-para-el-cuerdo,https://etso.es/informes/analisis-estilometrico-escarmientos-para-el-cuerdo,analisis-estilometrico-escarmientos-para-el-cuerdo
DESCONOCIDO_Escarraman(Auto)(Transk-MSS),Escarramán,https://etso.es/informes/analisis-estilometrico-escarraman,https://etso.es/informes/analisis-estilometrico-escarraman,analisis-estilometrico-escarraman
MATOS_Escarraman,Escarramán,https://etso.es/informes/analisis-estilometrico-escarraman-0,https://etso.es/informes/analisis-estilometrico-escarraman-0,analisis-estilometrico-escarraman-0
LOPE_EsclavaDeSuGalan,"Esclava de su galán, La",https://etso.es/informes/analisis-estilometrico-la-esclava-de-su-galan,https://etso.es/informes/analisis-estilometrico-la-esclava-de-su-galan,analisis-estilometrico-la-esclava-de-su-galan
DESCONOCIDO_EsclavaDeSuMarido(Auto),"Esclava de su marido, La",https://etso.es/informes/analisis-estilometrico-la-esclava-de-su-marido,https://etso.es/informes/analisis-estilometrico-la-esclava-de-su-marido,analisis-estilometrico-la-esclava-de-su-marido
CLARAMONTE_EsclavaDelCielo,"Esclava del cielo, Santa Engracia, La",https://etso.es/informes/analisis-estilometrico-la-esclava-del-cielo-santa-engracia,https://etso.es/informes/analisis-estilometrico-la-esclava-del-cielo-santa-engracia,analisis-estilometrico-la-esclava-del-cielo-santa-engracia
VILLEGAS&ROJO_EsclavitudMasDichosa(Transk-IMPR),"Esclavitud más dichosa, La",https://etso.es/informes/analisis-estilometrico-la-esclavitud-mas-dichosa,https://etso.es/informes/analisis-estilometrico-la-esclavitud-mas-dichosa,analisis-estilometrico-la-esclavitud-mas-dichosa
DESCONOCIDO_EsclavitudMasTirana(Transk-IMPR),Esclavitud más tirana y libertad más gloriosa,https://etso.es/informes/analisis-estilometrico-esclavitud-mas-tirana-y-libertad-mas-gloriosa,https://etso.es/informes/analisis-estilometrico-esclavitud-mas-tirana-y-libertad-mas-gloriosa,analisis-estilometrico-esclavitud-mas-tirana-y-libertad-mas-gloriosa
CALDERONdudosa_EsclavoDeMaria(Transk-IMPR),"Esclavo de María, El",https://etso.es/informes/analisis-estilometrico-el-esclavo-de-maria,https://etso.es/informes/analisis-estilometrico-el-esclavo-de-maria,analisis-estilometrico-el-esclavo-de-maria
LOPE_EsclavoDeRoma,"Esclavo de Roma, El",https://etso.es/informes/analisis-estilometrico-el-esclavo-de-roma,https://etso.es/informes/analisis-estilometrico-el-esclavo-de-roma,analisis-estilometrico-el-esclavo-de-roma
LOPEdudosa_EsclavoDeVenecia,"Esclavo de Venecia y amante de su hermana, El",https://etso.es/informes/analisis-estilometrico-el-esclavo-de-venecia-y-amante-de-su-hermana,https://etso.es/informes/analisis-estilometrico-el-esclavo-de-venecia-y-amante-de-su-hermana,analisis-estilometrico-el-esclavo-de-venecia-y-amante-de-su-hermana
MIRA_EsclavoDelDemonio,"Esclavo del demonio, El",https://etso.es/informes/analisis-estilometrico-el-esclavo-del-demonio,https://etso.es/informes/analisis-estilometrico-el-esclavo-del-demonio,analisis-estilometrico-el-esclavo-del-demonio
ROA_EsclavoDelMasImpropioDueno(Transk-IMPR),"Esclavo del más impropio dueño y arriesgarse por amar, El",https://etso.es/informes/analisis-estilometrico-el-esclavo-del-mas-impropio-dueno-y-arriesgarse-por-amar,https://etso.es/informes/analisis-estilometrico-el-esclavo-del-mas-impropio-dueno-y-arriesgarse-por-amar,analisis-estilometrico-el-esclavo-del-mas-impropio-dueno-y-arriesgarse-por-amar
BANCES_EsclavoEnGrillosDeOro,"Esclavo en grillos de oro, El",https://etso.es/informes/analisis-estilometrico-el-esclavo-en-grillos-de-oro,https://etso.es/informes/analisis-estilometrico-el-esclavo-en-grillos-de-oro,analisis-estilometrico-el-esclavo-en-grillos-de-oro
LOPEdudosa_EsclavoFingido,"Esclavo fingido, El",https://etso.es/informes/analisis-estilometrico-el-esclavo-fingido,https://etso.es/informes/analisis-estilometrico-el-esclavo-fingido,analisis-estilometrico-el-esclavo-fingido
GONZALEZ-CASTILLO_EsclavosDeSuEsclava(Transk-IMPR),"Esclavos de su esclava y hacer bien nunca se pierde, Los",https://etso.es/informes/analisis-estilometrico-los-esclavos-de-su-esclava-y-hacer-bien-nunca-se-pierde,https://etso.es/informes/analisis-estilometrico-los-esclavos-de-su-esclava-y-hacer-bien-nunca-se-pierde,analisis-estilometrico-los-esclavos-de-su-esclava-y-hacer-bien-nunca-se-pierde
LOPE_EsclavosLibres,"Esclavos libres, Los",https://etso.es/informes/analisis-estilometrico-los-esclavos-libres,https://etso.es/informes/analisis-estilometrico-los-esclavos-libres,analisis-estilometrico-los-esclavos-libres
LOPE_EscolasticaCelosa,"Escolástica celosa, La",https://etso.es/informes/analisis-estilometrico-la-escolastica-celosa,https://etso.es/informes/analisis-estilometrico-la-escolastica-celosa,analisis-estilometrico-la-escolastica-celosa
CALDERONdudosa_EscondidoYLaTapada,"Escondido y la tapada, El",https://etso.es/informes/analisis-estilometrico-el-escondido-y-la-tapada,https://etso.es/informes/analisis-estilometrico-el-escondido-y-la-tapada,analisis-estilometrico-el-escondido-y-la-tapada
COELLO_EscudoDeFortuna(Transk-IMPR),"Escudo de fortuna, El",https://etso.es/informes/analisis-estilometrico-el-escudo-de-fortuna,https://etso.es/informes/analisis-estilometrico-el-escudo-de-fortuna,analisis-estilometrico-el-escudo-de-fortuna
VALDIVIELSO_EscuelaDivina(Auto)(Transk-MSS),"Escuela divina, La",https://etso.es/informes/analisis-estilometrico-la-escuela-divina,https://etso.es/informes/analisis-estilometrico-la-escuela-divina,analisis-estilometrico-la-escuela-divina
CALDERONdudosa_EscandaloDeGrecia,Escándalo de Grecia contra las santas imágenes,https://etso.es/informes/analisis-estilometrico-escandalo-de-grecia-contra-las-santas-imagenes,https://etso.es/informes/analisis-estilometrico-escandalo-de-grecia-contra-las-santas-imagenes,analisis-estilometrico-escandalo-de-grecia-contra-las-santas-imagenes
MARTINEZ_EsforciasDeMilan,"Esforcias de Milán, Los",https://etso.es/informes/analisis-estilometrico-los-esforcias-de-milan,https://etso.es/informes/analisis-estilometrico-los-esforcias-de-milan,analisis-estilometrico-los-esforcias-de-milan
ROJASdudosa_EsmeraldaDelAmor,"Esmeralda del amor, La",https://etso.es/informes/analisis-estilometrico-la-esmeralda-del-amor,https://etso.es/informes/analisis-estilometrico-la-esmeralda-del-amor,analisis-estilometrico-la-esmeralda-del-amor
